0,23.787,26.054,27.291,29.222,27.164,29.32,24.738,23.034,19.622,20.546,19.951,20.567,20.062,20.153,20.105,18.972,19.64,19.774,19.752,19.884,19.752,19.619,18.929,18.726,18.951,19.263,19.419,19.507,19.285,19.061,19.352,18.425,18.684,19.174,18.983,19.121,18.548,18.745,18.481,18.345,18.489,18.585,18.776,18.484,18.39,18.463,17.925,17.75,18.005,18.086,18.219,17.737,17.704,17.714,17.514,17.731,17.642,17.825,17.55,17.603,17.568,17.714,17.496,17.223,17.541,17.496,17.677,17.659,17.854,17.515,17.533,17.309,17.705,17.695,17.532,17.677,17.508,17.659,17.496,17.392
0.017,23.739,26.116,27.393,29.201,27.047,29.858,24.78,23.076,19.622,20.765,20.017,20.589,20.106,20.531,20.105,18.972,19.64,19.885,19.818,19.884,19.729,19.663,19.13,18.815,19.018,19.33,19.537,19.551,19.285,19.084,19.352,18.465,18.724,19.264,18.983,19.121,18.705,18.785,18.727,18.306,18.489,18.565,18.848,18.563,18.503,18.463,18.225,18.074,18.025,18.126,18.202,17.737,17.623,17.714,17.605,17.786,17.623,17.965,17.587,17.744,17.822,17.714,17.623,17.241,17.409,17.496,17.695,17.605,17.854,17.533,17.533,17.342,17.688,17.714,17.496,17.695,17.508,17.659,17.514,17.375
0.033,23.666,26.365,27.432,29.882,27.047,30.172,24.882,23.012,19.596,20.765,20.017,20.633,20.062,20.556,20.105,19.129,19.663,19.885,19.818,19.907,19.818,19.685,19.152,18.748,19.152,19.352,19.636,19.507,19.64,19.173,19.352,18.385,18.744,19.286,18.963,19.121,18.817,18.745,18.727,18.346,18.579,18.744,18.866,18.563,18.614,18.463,18.265,18.218,18.025,18.126,18.256,17.714,17.603,17.769,17.568,17.732,17.623,17.965,17.695,17.784,17.841,17.732,17.714,17.223,17.409,17.532,17.677,17.532,17.739,17.551,17.496,17.392,17.622,17.659,17.496,17.713,17.508,17.695,17.551,17.392
0.05,23.811,26.572,27.692,30.52,27.031,30.333,24.819,23.199,19.672,20.699,20.215,20.655,20.303,20.756,20.171,19.129,19.707,19.973,19.84,20.061,19.906,19.752,19.196,18.793,19.219,19.73,19.891,19.596,19.707,19.307,19.374,18.366,18.884,19.308,19.062,19.161,18.817,18.903,18.794,18.346,18.633,18.804,18.902,18.523,18.682,18.424,18.265,18.02,18.125,18.166,18.328,17.692,17.785,17.769,17.641,17.786,17.641,18.046,17.804,17.864,17.877,17.732,17.732,17.278,17.557,17.514,17.659,17.532,17.755,17.533,17.478,17.491,17.655,17.659,17.496,17.732,17.508,17.768,17.532,17.408
0.066,23.905,26.715,27.672,30.678,26.971,30.679,24.924,23.309,19.773,20.831,20.215,20.721,20.391,21.004,20.414,19.218,19.729,20.039,19.951,20.149,19.95,19.774,19.241,18.86,19.286,19.907,19.852,19.619,19.685,19.352,19.352,18.306,18.943,19.33,19.3,19.161,18.929,19.023,18.749,18.386,18.651,18.844,18.92,18.483,18.682,18.444,18.285,18.11,18.085,18.206,18.31,18.03,17.684,17.75,17.659,17.786,17.696,18.066,17.877,17.844,17.895,17.66,17.732,17.387,17.508,17.605,17.659,17.623,17.755,17.551,17.478,17.508,17.754,17.605,17.514,17.731,17.524,17.768,17.551,17.441
0.083,23.904,27.169,27.733,31.231,27.313,31.266,25.3,23.397,19.951,20.809,20.193,20.852,20.48,21.03,20.524,19.596,19.729,20.017,19.995,20.281,19.928,20.171,19.508,19.129,19.33,19.774,19.911,19.641,19.685,19.53,19.33,18.405,18.923,19.308,19.32,19.28,18.906,19.082,18.884,18.406,18.669,18.844,18.92,18.523,18.839,18.624,18.486,18.201,18.185,18.186,18.31,18.053,17.684,17.678,17.713,17.786,17.532,18.106,17.949,17.965,17.949,17.66,17.841,17.568,17.475,17.569,17.641,17.623,17.755,17.605,17.514,17.508,17.705,17.605,17.514,17.75,17.557,17.749,17.623,17.408
0.099,23.953,27.23,27.754,31.467,27.618,31.744,25.322,23.419,19.951,21.028,20.194,20.94,20.502,20.981,20.524,19.596,19.685,20.084,19.995,20.413,20.149,20.039,19.53,19.129,19.352,19.73,19.891,19.641,19.774,19.53,19.352,18.425,19.062,19.397,19.28,19.339,19.04,19.34,18.928,18.406,18.794,18.844,18.92,18.643,19.063,18.564,18.446,18.183,18.245,18.146,18.274,18.03,17.724,17.696,17.713,17.804,17.66,18.126,17.931,17.965,17.967,17.714,17.768,17.55,17.475,17.551,17.605,17.641,17.771,17.495,17.641,17.491,17.688,17.478,17.551,17.75,17.541,17.767,17.569,17.408
0.115,24.412,27.6,28.405,31.645,27.933,32.934,26.217,24.031,20.178,21.355,20.676,21.158,20.743,21.305,20.567,19.729,19.686,20.655,20.326,20.655,20.325,20.37,19.708,19.151,19.374,19.707,19.97,19.863,19.84,19.508,19.352,18.725,19.181,19.574,19.458,19.537,19.085,19.301,19.152,18.585,18.812,19.102,19.062,18.744,19.218,18.684,18.765,18.326,18.466,19.023,18.382,18.166,17.885,18.057,17.768,17.877,17.641,18.445,17.949,18.025,18.04,17.805,17.967,17.641,17.442,17.768,17.695,17.696,18.099,18.057,17.732,17.59,17.655,17.678,17.732,17.858,17.689,17.876,17.678,17.59
0.132,24.532,28.046,28.892,32.039,28.055,33.191,26.445,24.157,20.178,21.157,20.83,21.485,21.028,21.505,20.611,19.906,19.686,20.589,20.326,20.655,20.414,20.524,19.708,19.174,19.441,19.751,20.088,20.193,20.062,19.707,19.464,18.744,19.28,19.641,19.517,19.734,19.196,19.34,19.196,18.565,18.812,19.121,19.258,18.982,19.241,18.743,18.824,18.201,18.585,18.983,18.471,18.278,18.026,18.093,18.02,18.11,17.605,18.425,18.039,18.245,18.04,17.859,17.949,17.623,17.524,17.768,17.732,17.713,18.067,18.093,17.75,17.64,17.671,17.75,17.931,17.985,17.788,18.056,17.786,17.657
0.148,24.845,28.373,29.474,32.273,28.602,33.501,26.672,24.487,20.405,21.595,21.093,21.55,21.333,21.85,20.765,20.172,19.774,20.589,20.48,20.677,20.546,20.7,20.412,19.263,19.463,19.795,20.147,20.392,20.062,19.707,19.552,18.824,19.24,19.951,19.616,19.793,19.241,19.36,19.263,18.665,18.83,19.161,19.401,19.081,19.419,18.764,19.043,18.201,18.605,18.963,18.543,18.301,18.085,18.111,18.11,18.147,17.587,18.466,18.057,18.185,18.094,17.877,17.967,17.75,17.574,17.859,17.804,17.858,18.05,18.256,17.822,17.788,17.655,17.768,17.985,17.948,17.837,18.056,17.822,17.804
0.165,25.038,28.393,29.596,32.975,29.544,33.778,27.25,24.913,20.505,21.573,21.115,21.68,21.333,21.925,21.311,20.172,19.818,20.589,20.458,20.875,20.655,20.721,20.501,19.485,19.463,20.149,20.167,20.502,20.128,19.907,20.039,19.043,19.201,19.973,19.597,19.891,19.463,19.478,19.241,18.665,18.83,19.181,19.348,19.299,19.375,18.823,19.043,18.219,18.605,18.944,18.543,18.278,18.085,18.093,18.129,18.057,17.623,18.466,18.075,18.245,18.003,17.95,18.021,17.786,17.672,17.931,17.859,17.912,18.28,18.112,17.894,17.771,17.705,17.841,17.985,17.948,17.87,18.129,17.858,17.837
0.183,25.014,28.976,30.671,33.905,30.302,34.455,27.393,25.35,20.63,21.573,21.181,21.832,21.442,21.925,21.464,20.216,19.973,20.634,20.502,20.919,20.699,20.809,20.501,19.573,19.53,20.127,20.245,20.479,20.084,20.039,20.061,19.063,19.26,19.951,19.656,19.951,19.485,19.518,19.197,18.665,18.883,19.201,19.383,19.319,19.397,19.061,19.023,18.219,18.625,18.924,18.561,18.323,18.085,18.129,18.02,18.021,17.931,18.466,18.075,18.265,18.003,17.95,18.075,17.822,17.738,17.931,18.021,17.985,18.231,18.112,17.912,17.738,17.787,17.913,18.021,17.967,17.837,18.147,17.876,17.853
