0,26.943,28.476,28.739,29.122,28.437,29.151,27.662,25.947,22.714,23.211,23.126,23.361,23.339,23.254,22.697,22.46,22.481,22.524,22.46,22.911,22.76,22.696,22.783,22.331,21.942,22.611,22.338,22.739,22.503,22.437,22.374,21.896,22.377,22.481,22.434,22.28,22.373,22.127,21.964,21.607,21.842,22.203,21.911,22.049,21.941,21.742,21.819,21.773,21.588,21.607,21.894,21.898,21.819,21.859,21.668,21.443,21.46,21.626,21.426,21.645,21.443,21.582,21.529,21.356,21.45,21.233,21.321,21.477,21.514,21.495,21.547,21.054,21.593,21.565,21.425,21.529,21.513,21.512,21.425,21.165
0.016,26.919,28.699,29.042,29.364,28.556,29.357,27.621,25.968,22.96,23.189,23.168,23.382,23.531,23.473,22.697,22.482,22.567,22.546,22.546,23.04,22.761,22.675,22.804,22.331,21.963,22.676,22.568,22.739,22.525,22.481,22.46,21.915,22.377,22.482,22.434,22.28,22.352,22.28,21.985,21.626,21.842,22.184,21.98,22.068,21.941,21.761,22.05,21.773,21.627,21.626,21.946,21.898,21.877,21.894,21.65,21.443,21.495,21.665,21.443,21.703,21.425,21.634,21.598,21.338,21.53,21.303,21.251,21.495,21.45,21.53,21.547,21.054,21.593,21.565,21.443,21.511,21.561,21.495,21.425,21.069
0.032,26.943,28.719,29.123,29.524,29.249,29.357,27.744,26.091,23.009,23.275,23.381,23.446,23.51,23.327,22.632,22.439,22.503,22.976,22.89,23.019,22.932,22.825,22.805,22.331,22.072,22.76,22.606,22.782,22.653,22.503,22.632,21.896,22.415,22.632,22.567,22.395,22.352,22.338,21.964,21.626,21.894,22.261,22.084,22.203,22.049,21.858,22.05,21.929,21.588,21.8,22.084,21.898,21.897,21.877,21.668,21.408,21.565,21.646,21.634,21.703,21.495,21.703,21.633,21.373,21.45,21.338,21.286,21.495,21.45,21.53,21.547,21.086,21.625,21.651,21.443,21.546,21.513,21.495,21.46,21.085
0.049,27.038,28.739,29.143,29.684,29.269,29.609,27.886,26.153,23.009,23.296,23.7,23.403,23.531,23.473,22.783,22.632,22.696,23.019,22.868,23.105,22.932,22.825,23.169,22.309,22.18,22.718,22.567,22.675,22.61,22.503,22.632,21.935,22.472,22.632,22.567,22.376,22.373,22.357,22.007,21.626,21.842,22.51,22.084,22.28,22.049,21.992,22.05,21.912,21.607,21.838,22.102,21.92,21.935,21.963,21.702,21.425,21.565,21.646,21.478,21.549,21.477,21.668,21.599,21.373,21.45,21.338,21.286,21.39,21.53,21.616,21.547,21.259,21.593,21.599,21.443,21.494,21.529,21.564,21.46,21.086
0.065,27.131,28.8,29.244,29.824,29.228,29.722,27.947,26.337,22.838,23.36,23.701,23.403,23.531,23.473,22.911,22.632,22.782,23.062,22.933,23.105,22.932,22.846,23.19,22.353,22.18,22.825,22.606,22.761,22.718,22.503,22.718,21.992,22.472,22.654,22.644,22.28,22.567,22.414,21.985,21.665,21.79,22.472,22.119,22.223,22.049,22.05,22.05,21.912,21.607,21.838,22.084,21.899,22.05,22.033,21.668,21.477,21.617,21.646,21.443,21.549,21.46,21.755,21.616,21.373,21.466,21.355,21.39,21.407,21.546,21.599,21.512,21.275,21.562,21.617,21.564,21.529,21.529,21.564,21.408,21.181
0.082,27.319,28.84,29.703,30.102,29.487,30.129,28.171,26.689,22.887,23.36,23.701,23.553,23.574,23.473,22.933,22.74,22.803,23.062,22.933,23.19,23.06,22.825,23.04,22.331,22.158,22.739,22.625,22.782,22.74,22.503,22.675,22.012,22.587,22.654,22.721,22.28,22.567,22.491,22.072,21.703,21.86,22.568,22.256,22.319,22.114,22.088,22.05,21.929,21.684,21.838,22.136,21.899,22.031,22.015,21.668,21.564,21.617,21.626,21.425,21.587,21.46,21.721,21.633,21.408,21.482,21.477,21.373,21.442,21.546,21.582,21.512,21.307,21.562,21.634,21.564,21.719,21.577,21.512,21.373,21.181
0.1,27.247,29.062,29.724,30.44,29.688,30.106,28.435,26.999,22.96,23.551,23.68,23.87,23.531,23.643,22.954,22.761,22.867,23.062,22.976,23.19,23.06,22.825,23.105,22.331,22.244,22.76,22.568,22.825,22.568,22.482,22.632,22.031,22.664,22.654,22.682,22.491,22.61,22.472,22.137,21.934,21.877,22.549,22.239,22.491,22.223,22.088,22.031,21.894,21.723,21.915,22.154,22.05,22.05,21.998,21.685,21.547,21.738,21.626,21.46,21.53,21.443,21.703,21.633,21.477,21.529,21.46,21.425,21.529,21.53,21.582,21.547,21.26,21.609,21.652,21.564,21.737,21.577,21.512,21.39,21.355
0.117,27.342,29.042,30.044,30.481,29.807,30.334,28.901,27.306,23.058,23.552,23.765,24.019,23.807,23.643,23.082,22.804,22.76,23.062,22.997,23.318,23.232,22.975,23.105,22.352,22.244,22.76,22.53,22.868,22.611,22.697,22.632,22.069,22.664,22.654,22.701,22.51,22.696,22.491,22.223,21.934,21.894,22.568,22.17,22.472,22.395,22.127,22.319,21.877,21.723,21.896,22.188,22.05,22.089,21.981,21.633,21.547,21.703,21.626,21.495,21.587,21.477,21.669,21.599,21.512,21.529,21.477,21.286,21.512,21.53,21.616,21.547,21.26,21.609,21.738,21.547,21.789,21.671,21.512,21.39,21.323
0.134,27.529,29.264,30.622,31.374,30.526,31.244,29.565,27.772,23.083,23.594,23.829,24.019,23.807,23.668,23.466,22.868,22.739,23.062,22.997,23.339,23.232,23.125,23.126,22.503,22.158,22.825,22.702,22.911,22.611,22.761,22.611,22.069,22.664,22.718,22.701,22.51,22.739,22.434,22.244,21.915,22.033,22.568,22.429,22.472,22.546,22.262,22.338,21.842,21.723,21.934,22.171,22.115,22.089,21.981,21.616,21.529,21.616,21.607,21.582,21.607,21.53,21.669,21.721,21.477,21.529,21.477,21.338,21.529,21.53,21.704,21.547,21.212,21.625,21.704,21.564,21.754,21.687,21.495,21.478,21.308
0.151,27.67,29.405,30.702,31.492,30.685,31.784,29.645,28.021,23.083,23.68,23.893,24.061,23.935,23.691,23.488,23.083,22.804,23.083,22.997,23.404,23.339,23.125,23.212,22.525,22.18,22.739,22.721,22.911,22.633,22.761,22.654,22.184,22.645,22.74,22.759,22.567,22.847,22.473,22.396,21.896,22.102,22.568,22.377,22.51,22.524,22.204,22.434,21.929,21.723,21.953,22.223,22.158,21.954,21.946,21.599,21.529,21.651,21.607,21.634,21.665,21.582,21.686,21.721,21.46,21.498,21.494,21.338,21.529,21.514,21.669,21.564,21.228,21.672,21.704,21.564,21.789,21.687,21.547,21.478,21.323
